[00:00:00.080] 男：Ok. 
[00:43:52.620] 女：我我因为他的话生气了蛮久，他看着我在那买。
[00:43:57.820] 男：你说你要买酒啊。
[00:43:59.904] 男：你说。
[00:44:01.460] 女：你说你先说，我说那那。
[00:44:03.509] 男：你说你要买酒，我第一反应是不让你去呀。
[00:44:09.520] 男：对吧？
[00:44:11.120] 女：那你你你就关注我是干嘛？
[00:44:13.473] 女：对。
[00:44:13.687] 男：这就是他为啥盯着你买酒呢？
[00:44:16.254] 男：他现在看你买啥酒吗？
[00:44:19.760] 男：没有意义。
[00:44:22.120] 女：我甚至我甚至故意绕开它，就是那里有三就是那种BVD有三四个货货货货架嘛。
[00:44:28.240] 女：嗯我就一直在绕，一直绕，结果绕到哪跟到哪不是。
[00:44:31.840] 男：没有意义呀。
[00:44:32.740] 男：他为啥要看你的买啥酒呀？
[00:44:35.940] 女：要带他出去，然后然后他他在他在他那个车上，其实还是能看到我的结账的画面。
[00:44:42.520] 女：然后他也没有问我买了多少酒，就是他他知道我的酒量很酒酒量很少。
[00:44:47.236] 男：他知道你的酒量差吗？
[00:44:49.280] 女：他知道我酒量差。
[00:44:51.560] 女：我不是前几天才跟他就是看电影，然后喝了嘛，然后他他就记住了我的酒量是两瓶。
[00:44:59.080] 男：你酒量确实是凉皮。
[00:45:03.360] 女：因为这个事情都是他他自己说的。
[00:45:07.560] 女：我忘记是因为什么事了，就给了一个我的流量资料。
[00:45:13.180] 女：然后然后那然后我把它单独。
[00:45:16.220] 女：嗯，但是但是不是像上次那种，就上次我买的是那个一瓶度数高一点的，然后一瓶度数低一点的。
[00:45:22.904] 女：然后这次买的是两瓶度数都比较低的，嗯，然后还有一个一个一个度数低的，然后它体量比较小的。
[00:45:33.600] 女：然后然后然后然后然后在路上我就我就给你开喝了。
[00:45:39.060] 女：然后然后我就我就在那跟他聊，就就还相对比较就是能比较hold得住。
[00:45:44.905] 女：然后后面他说了一个啥，我就很难受，我就不说话，我就又开了一点要猛的就就开始猛灌。
[00:45:52.560] 女：他就看着我在那怪。
[00:45:55.080] 女：就是就是一瓶一瓶那个没有我一般就就得喝你很久才能喝完。
[00:45:59.416] 女：然后到开第二瓶的时候，我我基本上我应该喝了五六口，我就把那一罐都喝完了。
[00:46:05.340] 女：然后看我在那罐，然后然后灌到第二口，我喝太大口了，我就在那呛到，他就过来看，然后就就就我就就大概关心了一下嘛，结果他也没有制止。
[00:46:15.529] 女：我说你为什么要就这样这样喝酒，你不要再喝了，好不好？
[00:46:19.640] 女：这样子的他没有然后他就看着他就等等等等着我喝完，然后我我就开始有点踉跄了，他就开始扶着我，然后他就开始问能不能亲我的手，然后我就把手挪开了。
[00:46:32.140] 男：啊，他他就是想趁你喝醉去占你便宜，这没啥好说的。
[00:46:40.660] 男：得到一种行。
[00:46:42.840] 女：然后然后那个时候我我只是为了稍微调节一下自己的状态，就是我很清楚我在干嘛。
[00:46:49.423] 女：嗯，然后我只是稍微走路有一点点不稳，那这个很正常，嗯，就就是这个还还存在我能控制的嗯那个范畴里面。
[00:46:57.860] 女：然后他就一直过来扶我，就一直跟他说，你不要碰我，你不要碰我。
[00:47:02.600] 女：你好，你。
[00:47:03.474] 女：你好，杨看。
[00:47:04.940] 女：然后那个时候我都不想有人扶，然后然后他就一直一直一直一直想扶我。
[00:47:10.820] 女：然后然后就就开始走到。
[00:47:13.320] 女：然后当时我我就已经有点有有有几次想反胃了。
[00:47:16.928] 女：然后中间来看我吃糖果什么的，他也没有制止。
[00:47:20.356] 女：就我我算是当着他的面吧，就是我倒出了一一整个手掌那么多的QQ糖，全部全部全部灌到嘴里面了，他也没有去说你不要这样。
[00:47:31.600] 男：你都到这个时候了，还不走吗？
[00:47:36.360] 女：四个人都能看出来我很难受啊，到这个嗯伤害自己的事情吗？
[00:47:41.836] 女：对呀，都到这个时候了。
[00:47:43.808] 男：我说咱咱啊咱就是说你不想管我，你是不是得把我送回去啊？
[00:47:49.285] 男：这样你这样也也显得你你你比较没有责任，至少你后你你后续发生啥和他没有关系了，这不是一个比较正常的思路吧。
[00:48:00.160] 女：而且而且而且而且当时我们在讨论他的问题，就是他说的问题让我生气了。
[00:48:06.098] 女：对呀，我在那儿跟他跟跟他去说他为什么这个事情。
[00:48:10.122] 男：让我生气嗯。
[00:48:11.480] 女：然后然后然后后来就走到我们最开始走的那个那个栈桥，嗯，我我就很烦，我我就我就走走路走的比较快，我开始我我就我就我就抽抽烟嗯。
[00:48:26.940] 女：因为因为当时好几次我都想晕过去了，就是那个那个那个那个情绪那个那种那种应激的想法有点没有办法承受。
[00:48:35.880] 男：哎，对呀。
[00:48:37.580] 女：没有我又没有办法，我不能够在这种情况下说出来。
[00:48:40.780] 男：对你那个哎。
[00:48:44.340] 女：很恐怖啊，你应该知道我那个是什么状态啊。
[00:48:48.420] 男：我知道。
[00:48:49.640] 女：我在你面前都都其实都没有完全暴露出来。
[00:48:53.316] 男：没有没有你在我面前没那么严重过。
[00:48:57.700] 女：不是我是说我我我在应急情况下的想法，在你面前都没有完全。
[00:49:02.591] 男：暴露出来哦哦。
[00:49:07.200] 女：然后在他那头肯定更不可能说嘛。
[00:49:09.843] 男：对呀。
[00:49:10.221] 女：然后我就抽根烟，然后口袋就只能三根烟了。
[00:49:13.620] 女：我就想我我不能当着他的面抽烟，嗯，因为很烦，搞得我也很烦。
[00:49:18.341] 女：对，然后结果结果他一根烟折断了。
[00:49:20.985] 女：我当时就骂的了一声，我就骂的，然后说了一声他借给你。
[00:49:25.328] 女：然后在他说的时候，我真的忍不住，我就靠着那个栏杆开始抽，嗯，那就，发你了一首。
[00:49:32.020] 女：然后那个时候你不要抽烟了好不好？
[00:49:34.056] 女：对对对，我在那聊，他说你不要抽烟了好不好？
[00:49:36.501] 女：我说你管我。
[00:49:37.620] 男：确实。
[00:49:39.720] 女：然后他就在那被他老公。
[00:49:41.900] 女：那就抖开啊，就当时我特别不耐烦。
[00:49:46.700] 女：越丑越清晰。
[00:49:48.300] 男：抽烟真是越抽越清晰啊。
[00:49:51.200] 男：这是嗯它的化学性质决定的。
[00:49:57.020] 女：然后他就说你为什么抽烟？
[00:49:59.500] 女：什么什么的，然后我就真的别管我，然后我就继续在那边说。
[00:50:03.856] 男：边跟他聊天，你管我为什么要抽烟啊？
[00:50:06.780] 女：然后结束之后，他说你可不可以不要抽烟了？
[00:50:10.161] 女：他为什么要管我？
[00:50:11.476] 女：他就像昨天晚上是我说过的，他抽烟是一个伤害。
[00:50:15.234] 男：不会直接伤害自己。
[00:50:16.737] 男：哇，你周折我你妈我喝酒不是啊。
[00:50:21.720] 男：我喝酒不是啊。
[00:50:24.800] 女：啊，然后当时我就我就我就我就继续在那跟他说哪些地方冒火我了。
[00:50:29.706] 女：然后他说了什么你也知道，就在那反应。
[00:50:32.510] 男：对呀，他让他在叽里咕噜叽里咕噜的，我真服了。
[00:50:36.400] 男：什么狗鸡巴玩意儿。
[00:50:39.500] 女：然后接下来我就又开了一瓶，然后在那在那在那吸果冻。
[00:50:43.925] 男：嗯，我不知道为什么。
[00:50:45.464] 女：第三瓶这么猛，他真的就只是很小一瓶，然后是三度的这里面是那。
[00:50:50.980] 女：它不都是酒精，它是果冻。
[00:50:54.960] 男：我感觉应该是因为喝的太太快了导致的。
[00:51:00.700] 女：他就一直看着我在那什么都没说，你当时。
[00:51:04.209] 男：就可以扶我，我觉得他妈的。
[00:51:07.160] 女：他他应该满脑子都有那个那个那个啥。
[00:51:11.000] 男：就他觉得这还省事了不不用他去灌了。
[00:51:16.160] 男：自己就喝了。
[00:51:21.040] 女：然后然后这这这这这之后一切他拉我到那个那个椅子上，然后让我靠在他身上中间，就哪怕我我我喝完了，我还是很坚持。
[00:51:30.305] 女：但他不要碰我，不要靠近我，他中间不就是问了一次，我现在能靠你更近一点点的，我说不可以走开。
[00:51:37.718] 女：然后后面我跟他说了一句比较就稍微严肃一点的话，就马上过来。
[00:51:42.721] 女：就是就是他靠呃那个靠近我，然后然后当时我在栏杆上，然后他就就是比较急，然后就把我压到了，就压压到了我左边的身体，然后想抓住我的手腕跟我说话，嗯，我说你不要压着，你走开。
[00:51:57.060] 男：对呀，你还是走开啊。
[00:51:58.591] 女：就是就是我我跟我一直在跟他重生，不要靠近我，不要碰我的这个这个说法。
[00:52:04.524] 女：结果他因为我醉酒，然后就就开始扯我。
[00:52:07.586] 男：就是你在结果结果最后。
[00:52:10.700] 男：你说。
[00:52:13.500] 女：然后然后然后到最后就莫名其妙的变成了他要请我要补油。
[00:52:18.307] 男：就是你在醉酒之后，你依然能保持这种拒绝的态度是很少见的了。
[00:52:25.860] 男：对，是很少见的了。
[00:52:30.360] 男：就就是你在喝醉了之后，你依然想拿重申，呃，不要靠我建议你。
[00:52:36.656] 男：但是。
[00:52:37.360] 男：他他他他最后。
[00:52:40.060] 男：还是要亲你。
[00:52:42.780] 女：因为因为因为因为对我来说。
[00:52:46.600] 女：在那种状态下，我还是能够走路的，我还是能够去思考和。
[00:52:51.523] 男：说话的嗯。
[00:52:53.840] 女：只是只是只是他稍微亮堂一点点。
[00:52:57.260] 男：但你明显就是喝了喝多了呀。
[00:53:01.640] 女：对他他他他主动跟我说。
[00:53:04.600] 女：你已经很晕了，就是当时当时当时他走在我前面，然后又然后我顺势就靠靠到他了，靠在了他身上。
[00:53:14.280] 女：然后在他在他说出来你已经很阴的时候，我还没有意识到我变得很阴了。
[00:53:18.980] 男：嗯。
[00:53:21.960] 男：嗯。
[00:53:25.260] 女：你装好那个凳子，坐在电瓶车旁边哦。
[00:53:28.480] 男：凳子就在电瓶车旁边。
[00:53:31.240] 女：对。
[00:53:32.480] 女：嗯，他对对，带我上去的，然后我以为他拉我到旁，他那个也在那坐着，只是想等我进行一点。
[00:53:41.180] 女：然后再带我走。
[00:53:43.400] 男：他就没想着带你走啊。
[00:53:46.740] 女：没事，有他中间。
[00:53:48.980] 女：这个中间我不是拒绝了他好好几次嘛嗯。
[00:53:53.600] 女：哎，我这个我是怎么想的？
[00:53:55.366] 女：他说那好吧，那我们来回学校吧。
[00:53:57.661] 女：他他也跟我提了好几次，我们直接回学校了，嗯，然后我就坐在那一动没动。
[00:54:06.700] 男：可能可能那那那就是这个时候，不管你想不想回，他都应该让你回去。
[00:54:16.320] 女：我当时好像是不确定。
[00:54:18.303] 男：自己要不要。
[00:54:19.405] 男：对，就是那那你不想回，这是很正常的。
[00:54:22.712] 男：人可能觉得事情没没做完，或者你还在生气。
[00:54:28.140] 男：都会有印象，但是但是这个是嗯我。
[00:54:32.280] 女：嗯，我不想主动的被他带着走。
[00:54:35.171] 男：对，就是但是你你你你如果真从一个那个什么安全的角度去考虑的话。
[00:54:42.580] 男：不管你想不想回，但你喝了酒之后，在你走路走不稳的时候。
[00:54:49.280] 男：他就得把你给带回去了。
[00:54:53.540] 女：而且这一切都是因为他而死啊，他应该等到我。
[00:54:57.686] 女：如果他真的是想解决问题的话。
[00:55:00.523] 男：他应该等到我清醒之后他就惨了。
[00:55:03.578] 男：对，就是他可能把你带回去之后，你你你对他更讨厌了，但至少这能保证呃你回去之后不会出什么事了。
[00:55:12.744] 男：就算出事儿，那那那也是和他对吧？
[00:55:15.799] 男：他不在你旁边了，是这样的。
[00:55:21.920] 男：这说明说明他从那个时候，他从你买酒的时候，他的考虑的方向他就偏了。
[00:55:32.600] 男：他从那个时候就开始心怀鬼胎了，我说真的。
[00:55:37.920] 女：那有没有可能呢，就利用了我的精力啊。
[00:55:40.860] 男：什么？
[00:55:42.920] 女：很有可能他是利用了我的精力啊。
[00:55:46.580] 男：怎么说利用呢？
[00:55:49.840] 女：那么他肯定能知道我买酒是为了处理情绪啊，然后我肯定会挂了。
[00:55:54.916] 男：对呀，他肯定知道呀。
[00:56:05.260] 女：然后然后他估计觉得我我喝了酒之后，他变得更主动。
[00:56:09.270] 女：因为因为我第一次跟他看电影的时候，我要抱我就是因为我喝了酒，然后爬在那个栏杆上。
[00:56:16.014] 男：有可能这个是有可能的嗯。
[00:56:18.480] 女：他肯他肯定会觉得我会更主动。
[00:56:22.500] 男：他你喝酒不拦他，绝对是。
